 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"BNBPMX1","TMST","TimkenSteel Corp.",1299552,$26705793.6,0.0018050128,"Steel","US",---
,"BP3YM85","TRUP","Trupanion Inc.",981307,$26691550.4,0.0018040501,"Property & Casualty Insurance","US",---
,"BSHZ3P9","PRAA","PRA Group Inc.",1170822,$26659616.94,0.0018018917,"Consumer Finance","US",---
,"B034L49","BGS","B&G Foods Inc.",2642763,$26586195.78,0.0017969293,"Packaged Foods & Meats","US",---
,"2930774","VICR","Vicor Corp.",705525,$26577126.75,0.0017963163,"Electrical Components & Equipment","US",---
,"BMGNTQ5","LMND","Lemonade Inc.",1674937,$26497503.34,0.0017909347,"Property & Casualty Insurance","US",---
,"B3M3278","PDM","Piedmont Office Realty Trust Inc. Class A",3892835,$26471278,0.0017891621,"Office REITs","US",---
,"2060370","ASTE","Astec Industries Inc.",742110,$26419116,0.0017856366,"Construction Machinery & Heavy Transport","US",---
,"BFDV8K0","MGNX","MacroGenics Inc.",1839450,$26304135,0.0017778651,"Biotechnology","US",---
,"B3R0638","SXC","SunCoke Energy Inc.",2551517,$26153049.25,0.0017676534,"Steel","US",---
,"BYWPZY9","ARLO","Arlo Technologies Inc.",2941879,$26123885.52,0.0017656823,"Electronic Equipment & Instruments","US",---
,"2772998","JBSS","John B Sanfilippo & Son Inc.",243465,$26082405.45,0.0017628787,"Packaged Foods & Meats","US",---
,"B1Z3TW5","MDXG","MiMedx Group Inc.",3362582,$26026384.68,0.0017590923,"Biotechnology","US",---
,"BYXR9C0","PUMP","ProPetro Holding Corp.",3073248,$25999678.08,0.0017572873,"Oil & Gas Equipment & Services","US",---
,"2476513","WT","WisdomTree Inc.",3834473,$25959382.21,0.0017545637,"Asset Management & Custody Banks","US",---
,"B3NTLD4","AAT","American Assets Trust Inc.",1155723,$25922866.89,0.0017520957,"Diversified REITs","US",---
,"BNKGY06","FA","First Advantage Corp.",1578966,$25847673.42,0.0017470134,"Human Resource & Employment Services","US",---
,"2518954","BDN","Brandywine Realty Trust",5445069,$25809627.06,0.0017444419,"Office REITs","US",---
,"BMBR683","NABL","N-able Inc.",1987464,$25797282.72,0.0017436076,"Systems Software","US",---
,"2269661","DGII","Digi International Inc.",1060308,$25776087.48,0.001742175,"Communications Equipment","US",---
,"BNLYJ71","BASE","Couchbase Inc.",1030363,$25759075,0.0017410252,"Internet Services & Infrastructure","US",---
,"BMBM6H7","NKLA","Nikola Corp.",34458847,$25751096.36,0.0017404859,"Construction Machinery & Heavy Transport","US",---
,"BN4G703","AMC","AMC Entertainment Holdings Inc. Class A",6325872,$25619781.6,0.0017316105,"Movies & Entertainment","US",---
,"BK5MWR1","CABA","Cabaletta Bio Inc.",1248621,$25571758.08,0.0017283647,"Biotechnology","US",---
,"BRBD9F4","CAVA","Cava Group Inc.",544510,$25483068,0.0017223702,"Restaurants","US",---
,"BNRRP65","MCW","Mister Car Wash Inc.",3063543,$25427406.9,0.0017186081,"Specialized Consumer Services","US",---
,"BP0TJS2","CTKB","Cytek Biosciences Inc.",3367220,$25422511,0.0017182772,"Life Sciences Tools & Services","US",---
,"2279897","BELFB","Bel Fuse Inc. Class B",379156,$25350370.16,0.0017134013,"Electronic Components","US",---
,"2926773","VSEC","VSE Corp.",407011,$25279453.21,0.0017086081,"Diversified Support Services","US",---
,"BLCB610","MEG","Montrose Environmental Group Inc.",864555,$25253651.55,0.0017068642,"Environmental & Facilities Services","US",---
,"BZ1LFB2","DCPH","Deciphera Pharmaceuticals Inc.",1760798,$25214627.36,0.0017042266,"Biotechnology","US",---
,"BF5C2N2","ACMR","ACM Research Inc. Class A",1463522,$25201848.84,0.0017033629,"Semiconductor Materials & Equipment","US",---
,"BMFZ702","DCOM","Dime Community Bancshares Inc.",1101151,$25117254.31,0.0016976453,"Regional Banks","US",---
,"B3KWJV0","CFFN","Capitol Federal Financial Inc.",3952960,$25061766.4,0.0016938949,"Regional Banks","US",---
,"2390817","GTN","Gray Television Inc.",2622613,$25045954.15,0.0016928262,"Broadcasting","US",---
,"BW0FQV1","BLBD","Blue Bird Corp.",859376,$25033622.88,0.0016919927,"Construction Machinery & Heavy Transport","US",---
,"BD8NBC0","LGF.A","Lions Gate Entertainment Corp. Class A",2398185,$25013069.55,0.0016906036,"Movies & Entertainment","CA",---
,"BYNH8R8","GDEN","Golden Entertainment Inc",651531,$25005759.78,0.0016901095,"Casinos & Gaming","US",---
,"B3B5J07","ERII","Energy Recovery Inc.",1611862,$24999979.62,0.0016897188,"Industrial Machinery & Supplies & Compon","US",---
,"BFZQ0L8","SRRK","Scholar Rock Holding Corp.",1785495,$24907655.25,0.0016834787,"Biotechnology","US",---
,"2620031","LBAI","Lakeland Bancorp Inc.",1873602,$24900170.58,0.0016829729,"Regional Banks","US",---
,"BN47P80","CSR","Centerspace",454649,$24896579.24,0.0016827301,"Multi-Family Residential REITs","US",---
,"2260363","DLX","Deluxe Corp.",1314727,$24861487.57,0.0016803583,"Commercial Printing","US",---
,"2428376","HIBB","Hibbett Inc.",372701,$24840521.65,0.0016789413,"Other Specialty Retail","US",---
,"BMH5RL1","TARS","Tarsus Pharmaceuticals Inc.",911649,$24833318.76,0.0016784544,"Pharmaceuticals","US",---
,"BM9XCN0","FG","F&G Annuities & Life Inc.",552485,$24773427.4,0.0016744064,"Life & Health Insurance","US",---
,"B7GGNT0","SLCA","US Silica Holdings Inc.",2293847,$24590039.84,0.0016620115,"Oil & Gas Equipment & Services","US",---
,"BJ38KJ2","MBUU","Malibu Boats Inc. Class A",588972,$24589581,0.0016619805,"Leisure Products","US",---
,"BMHRMK1","COCO","Vita Coco Co. Inc.",1248717,$24587237.73,0.0016618221,"Soft Drinks & Non-alcoholic Beverages","US",---
,"BD82PS1","CRK","Comstock Resources Inc.",3136753,$24498040.93,0.0016557934,"Oil & Gas Exploration & Production","US",---
,"2677640","MD","Pediatrix Medical Group Inc.",2605852,$24390774.72,0.0016485434,"Health Care Services","US",---
,"BYX38K9","NEXT","NextDecade Corp.",4771090,$24284848.1,0.0016413839,"Oil & Gas Storage & Transportation","US",---
,"BK953M8","NBR","Nabors Industries Ltd.",284778,$24086523.24,0.0016279794,"Oil & Gas Drilling","BM",---
,"BJNPYY6","CRNC","Cerence Inc.",1201324,$24050506.48,0.0016255451,"Application Software","US",---
,"2856289","RGR","Sturm Ruger & Co. Inc.",549209,$23978464.94,0.0016206759,"Leisure Products","US",---
,"BZ0WN34","SIBN","SI-BONE Inc.",1185391,$23956752.11,0.0016192083,"Health Care Equipment","US",---
,"BMB3JJ3","ACCD","Accolade Inc.",2115278,$23944946.96,0.0016184104,"Health Care Services","US",---
,"BK1K484","ETNB","89bio Inc.",2417463,$23932883.7,0.0016175951,"Biotechnology","US",---
,"2200552","BJRI","BJ's Restaurants Inc.",690579,$23900939.19,0.001615436,"Restaurants","US",---
,"2925037","UTL","Unitil Corp.",501679,$23839786.08,0.0016113027,"Multi-Utilities","US",---
,"B7LG306","HY","Hyster-Yale Materials Handling Inc.",361598,$23764220.56,0.0016061953,"Industrial Machinery & Supplies & Compon","US",---
,"2183868","CENT","Central Garden & Pet Co.",506512,$23755412.8,0.0016056,"Household Products","US",---
,"2082675","BBSI","Barrett Business Services Inc.",211351,$23728376.77,0.0016037727,"Human Resource & Employment Services","US",---
,"BKC9SX3","ARCT","Arcturus Therapeutics Holdings Inc.",716967,$23638401.99,0.0015976914,"Biotechnology","US",---
,"BL0P090","DRVN","Driven Brands Holdings Inc.",1801573,$23618622.03,0.0015963545,"Diversified Support Services","US",---
,"2648055","EGBN","Eagle Bancorp Inc.",951714,$23592990.06,0.0015946221,"Regional Banks","US",---
,"BN65SM7","ASPN","Aspen Aerogels Inc.",2091646,$23489184.58,0.001587606,"Specialty Chemicals","US",---
,"B5T0CW1","HOUS","Anywhere Real Estate Inc.",3293319,$23448431.28,0.0015848515,"Real Estate Services","US",---
,"2730877","RWT","Redwood Trust Inc.",3489302,$23413216.42,0.0015824714,"Mortgage REITs","US",---
,"BNZLBS3","BFC","Bank First Corp.",277228,$23409132.32,0.0015821954,"Regional Banks","US",---
,"BPLJQW4","DBD","Diebold Nixdorf Inc.",767500,$23332000,0.0015769821,"Technology Hardware, Storage & Periphera","US",---
,"BD1KGN4","QTRX","Quanterix Corp.",1054687,$23298035.83,0.0015746865,"Life Sciences Tools & Services","US",---
,"BDQYWV1","VREX","Varex Imaging Corp.",1205332,$23226747.64,0.0015698682,"Health Care Equipment","US",---
,"BM9NG38","ETWO","E2open Parent Holdings Inc.",6164124,$23177106.24,0.001566513,"Application Software","US",---
,"B8W3QK4","NRC","National Research Corp.",588072,$23170036.8,0.0015660352,"Health Care Services","US",---
,"BDZT9Y9","RCUS","Arcus Biosciences Inc.",1528425,$23140354.5,0.001564029,"Biotechnology","US",---
,"BLPNQJ1","KNTK","Kinetik Holdings Inc. Class A",711535,$23139118.2,0.0015639454,"Oil & Gas Storage & Transportation","US",---
,"2809056","CCRN","Cross Country Healthcare Inc.",1087862,$23117067.5,0.001562455,"Health Care Services","US",---
,"BN40158","SPTN","SpartanNash Co.",1029762,$23097561.66,0.0015611367,"Food Distributors","US",---
,"BNKT9M2","CLB","Core Laboratories Inc.",1464154,$23089708.58,0.0015606059,"Oil & Gas Equipment & Services","US",---
,"B1W8J67","TFSL","TFS Financial Corp.",1731232,$23060010.24,0.0015585986,"Regional Banks","US",---
,"BMXXBD9","FIGS","Figs Inc. Class A",4002813,$23056202.88,0.0015583413,"Apparel, Accessories & Luxury Goods","US",---
,"BM9HHL5","APGE","Apogee Therapeutics Inc.",685410,$22961235,0.0015519225,"Biotechnology","US",---
,"2583297","MEI","Methode Electronics Inc.",1103207,$22902577.32,0.0015479579,"Electronic Manufacturing Services","US",---
,"B96FTB5","AHH","Armada Hoffler Properties Inc.",1905981,$22795532.76,0.0015407229,"Diversified REITs","US",---
,"BJ5KPZ7","HOV","Hovnanian Enterprises Inc. Class A",134884,$22791349.48,0.0015404401,"Homebuilding","US",---
,"BNG96D6","LAZR","Luminar Technologies Inc. Class A",8364358,$22751053.76,0.0015377166,"Automotive Parts & Equipment","US",---
,"BMW4TN9","FUBO","fuboTV Inc.",9076840,$22601331.6,0.0015275971,"Interactive Media & Services","US",---
,"2240622","CRAI","CRA International Inc.",210751,$22600937.24,0.0015275704,"Research & Consulting Services","US",---
,"2890265","TWI","Titan International Inc.",1526933,$22537531.08,0.0015232849,"Agricultural & Farm Machinery","US",---
,"2379281","GRC","Gorman-Rupp Co.",674820,$22532239.8,0.0015229272,"Industrial Machinery & Supplies & Compon","US",---
,"B7ZKH46","AMBC","Ambac Financial Group Inc.",1386506,$22530722.5,0.0015228247,"Property & Casualty Insurance","US",---
,"2125246","SAH","Sonic Automotive Inc. Class A",444708,$22484436.48,0.0015196963,"Automotive Retail","US",---
,"BLFBX72","PFC","Premier Financial Corp.",1072357,$22401537.73,0.0015140932,"Regional Banks","US",---
,"2157175","CNXN","PC Connection Inc.",346537,$22355101.87,0.0015109547,"Technology Distributors","US",---
,"2757304","IDT","IDT Corp. Class B",645387,$22317482.46,0.001508412,"Integrated Telecommunication Services","US",---
,"BPLYVQ8","LLYVA","Liberty Media Corp-Liberty Live",605756,$22309993.48,0.0015079059,"Cable & Satellite","US",---
,"BRBCSP4","CGON","CG oncology Inc.",598579,$22303053.54,0.0015074368,---,"US",---
,"2184300","FBMS","First Bancshares Inc.",874751,$22244917.93,0.0015035075,"Regional Banks","US",---
,"2341848","SRCE","1st Source Corp.",425256,$22228131.12,0.0015023729,"Regional Banks","US",---
,"2619880","HFWA","Heritage Financial Corp./WA",1102412,$22213601.8,0.0015013909,"Regional Banks","US",---
,"BPCQZY9","ZYME","Zymeworks Inc.",2046105,$22179778.2,0.0014991048,"Biotechnology","US",---
,"2612737","PRA","ProAssurance Corp.",1647124,$22170289.04,0.0014984634,"Property & Casualty Insurance","US",---
,"BR4NQJ4","NYMT","New York Mortgage Trust Inc.",2825845,$22154624.8,0.0014974047,"Mortgage REITs","US",---
,"2719456","RES","RPC Inc.",3025849,$22118956.19,0.0014949939,"Oil & Gas Equipment & Services","US",---
,"2412700","NVRI","Enviri Corp.",2563153,$22068747.33,0.0014916003,"Environmental & Facilities Services","US",---
,"BFNF1D6","AMRX","Amneal Pharmaceuticals Inc.",4113868,$22009193.8,0.0014875752,"Pharmaceuticals","US",---
,"2417619","HCSG","Healthcare Services Group Inc.",2327311,$21969815.84,0.0014849137,"Diversified Support Services","US",---
,"BJBLBN4","BSIG","Brightsphere Investment Group Inc.",992714,$21958833.68,0.0014841714,"Asset Management & Custody Banks","US",---
,"2838306","SMP","Standard Motor Products Inc.",542883,$21905329.05,0.0014805551,"Automotive Parts & Equipment","US",---
,"2408044","HA","Hawaiian Holdings Inc.",1532692,$21840861,0.0014761978,"Passenger Airlines","US",---
,"2116767","DRQ","Dril-Quip Inc.",1087564,$21827409.48,0.0014752886,"Oil & Gas Equipment & Services","US",---
,"BLCHF11","GDYN","Grid Dynamics Holdings Inc.",1666570,$21748738.5,0.0014699713,"IT Consulting & Other Services","US",---
,"B3ZG8F4","SAVE","Spirit Airlines Inc.",3446525,$21678642.25,0.0014652336,"Passenger Airlines","US",---
,"B86V808","TILE","Interface Inc. Class A",1745201,$21657944.41,0.0014638346,"Office Services & Supplies","US",---
,"BG216W6","IMXI","International Money Express Inc.",1047443,$21577325.8,0.0014583857,"Transaction & Payment Processing Service","US",---
,"BMTD3M6","LPRO","Open Lending Corp.",2935132,$21543868.88,0.0014561244,"Financial Exchanges & Data","US",---
,"BMZ4LN0","OLMA","Olema Pharmaceuticals Inc.",1650326,$21520251.04,0.0014545281,"Biotechnology","US",---
,"BKDSMB5","AMTB","Amerant Bancorp Inc.",951334,$21509661.74,0.0014538124,"Regional Banks","US",---
,"2706470","CTBI","Community Trust Bancorp Inc.",515007,$21372790.5,0.0014445614,"Regional Banks","US",---
,"BLFGJD5","TVTX","Travere Therapeutics Inc.",2383520,$21284833.6,0.0014386165,"Biotechnology","US",---
,"BF5L3R0","EB","Eventbrite Inc. Class A",2533728,$21207303.36,0.0014333764,"Interactive Media & Services","US",---
,"BNDYF15","VMEO","Vimeo Inc.",5339889,$21199359.33,0.0014328394,"Interactive Media & Services","US",---
,"BJN4K01","DX","Dynex Capital Inc.",1730666,$21183351.84,0.0014317575,"Mortgage REITs","US",---
,"B016HX8","FMBH","First Mid Bancshares Inc.",671439,$21130185.33,0.001428164,"Regional Banks","US",---
,"2456957","DIN","Dine Brands Global Inc.",452134,$21092051.1,0.0014255866,"Restaurants","US",---
,"BY2ZKK0","CYRX","CryoPort Inc.",1449481,$21031969.31,0.0014215257,"Life Sciences Tools & Services","US",---
,"BKRN595","DHC","Diversified Healthcare Trust",7325882,$21025281.34,0.0014210737,"Health Care REITs","US",---
,"BQ80NC6","TRML","Tourmaline Bio Inc.",627250,$20943877.5,0.0014155717,"Biotechnology","US",---
,"BKWBFH2","SPCE","Virgin Galactic Holdings Inc.",11696553,$20819864.34,0.0014071898,"Aerospace & Defense","US",---
,"BDRJH21","EOLS","Evolus Inc.",1640561,$20818719.09,0.0014071124,"Pharmaceuticals","US",---
,"2283229","DCO","Ducommun Inc.",421727,$20812227.45,0.0014066736,"Aerospace & Defense","US",---
,"B3M7R64","INN","Summit Hotel Properties Inc.",3209693,$20798810.64,0.0014057668,"Hotel & Resort REITs","US",---
,"BNV0RN1","PTLO","Portillo's Inc. Class A",1511719,$20771019.06,0.0014038884,"Restaurants","US",---
,"B3SWPT2","AMRC","Ameresco Inc. Class A",1012501,$20685395.43,0.0013981012,"Construction & Engineering","US",---
,"BWC6PW6","NXRT","NexPoint Residential Trust Inc.",676829,$20677125.95,0.0013975423,"Multi-Family Residential REITs","US",---
,"BMFZ3F9","DFH","Dream Finders Homes Inc. Class A",627208,$20616326.96,0.001393433,"Homebuilding","US",---
,"2782038","MATV","Mativ Holdings Inc.",1711358,$20587636.74,0.0013914938,"Commodity Chemicals","US",---
,"2320825","ETD","Ethan Allen Interiors Inc.",705592,$20553894.96,0.0013892133,"Home Furnishings","US",---
,"BYMMZL7","ASIX","AdvanSix Inc.",806395,$20466305.1,0.0013832932,"Commodity Chemicals","US",---
,"BP2P6L0","TNGX","Tango Therapeutics Inc.",1725615,$20275976.25,0.0013704291,"Biotechnology","US",---
,"BMGMH68","NVTS","Navitas Semiconductor Corp. Class A",3537400,$20269302,0.001369978,"Semiconductors","US",---
,"2063670","REX","REX American Resources Corp.",488553,$20221208.67,0.0013667274,"Oil & Gas Refining & Marketing","US",---
,"BJH08B2","BLFS","BioLife Solutions Inc.",1188933,$20211861,0.0013660956,"Life Sciences Tools & Services","US",---
,"2613086","MYE","Myers Industries Inc.",1077953,$20211618.75,0.0013660792,"Metal, Glass & Plastic Containers","US",---
,"BBN23F5","HCI","HCI Group Inc.",225301,$20202740.67,0.0013654792,"Property & Casualty Insurance","US",---
,"2821298","RDUS","Schnitzer Steel Industries Inc. Class A.",765690,$20160617.7,0.0013626321,"Steel","US",---
,"BQXKDH6","LEU","Centrus Energy Corp. Class A",400764,$20126368.08,0.0013603172,"Coal & Consumable Fuels","US",---
,"2977500","WWW","Wolverine World Wide Inc.",2402640,$20086070.4,0.0013575936,"Footwear","US",---
,"BKLXFX5","FDMT","4D Molecular Therapeutics Inc.",1164344,$20084934,0.0013575167,"Biotechnology","US",---
,"BMCMWY5","THRY","Thryv Holdings Inc.",980395,$20039273.8,0.0013544306,"Advertising","US",---
,"BYWLRV8","CNDT","Conduent Inc.",5553255,$19991718,0.0013512164,"Data Processing & Outsourced Services","US",---
,"BNKGXX2","VERV","Verve Therapeutics Inc.",1846281,$19976760.42,0.0013502054,"Biotechnology","US",---
,"BMDJ3B9","UWMC","UWM Holdings Corp.",2977029,$19946094.3,0.0013481327,"Commercial & Residential Mortgage Financ","US",---
,"B6452T5","WSR","Whitestone REIT",1541690,$19918634.8,0.0013462768,"Retail REITs","US",---
,"BDRW1P1","REVG","REV Group Inc.",1017861,$19868646.72,0.0013428981,"Construction Machinery & Heavy Transport","US",---
,"2387109","GES","Guess? Inc.",889181,$19864303.54,0.0013426046,"Apparel Retail","US",---
,"BM8BPB4","STGW","Stagwell Inc. Class A",3044197,$19848164.44,0.0013415138,"Advertising","US",---
,"2690506","PBI","Pitney Bowes Inc.",4806500,$19754715,0.0013351976,"Office Services & Supplies","US",---
,"BDHSLL5","WTTR","Select Energy Services Inc. Class A",2536972,$19712272.44,0.001332329,"Oil & Gas Equipment & Services","US",---
,"BKF9D68","AMK","AssetMark Financial Holdings Inc.",640865,$19655329.55,0.0013284803,"Asset Management & Custody Banks","US",---
,"2918996","USM","United States Cellular Corp.",442655,$19653882,0.0013283825,"Wireless Telecommunication Services","US",---
,"2659013","ZEUS","Olympic Steel Inc.",290370,$19623204.6,0.001326309,"Steel","US",---
,"BMQ5T49","ZNTL","Zentalis Pharmaceuticals Inc.",1654319,$19603680.15,0.0013249894,"Biotechnology","US",---
,"B02WVH7","HAYN","Haynes International Inc.",351719,$19580196.73,0.0013234022,"Steel","US",---
,"BYVJ8J8","LQDA","Liquidia Corp.",1531173,$19568390.94,0.0013226042,"Pharmaceuticals","US",---
,"BD978B9","IESC","IES Holdings Inc.",238146,$19518446.16,0.0013192285,"Construction & Engineering","US",---
,"BNXH3T8","INST","Instructure Holdings Inc.",789800,$19452774,0.0013147898,"Application Software","US",---
,"BYXGN81","SVRA","Savara Inc.",3930071,$19414550.74,0.0013122063,"Biotechnology","US",---
,"BM8FWX7","IMNM","Immunome Inc.",1168900,$19368673,0.0013091055,"Biotechnology","US",---
,"B3PGPB9","QNST","QuinStreet Inc.",1527201,$19349636.67,0.0013078189,"Interactive Media & Services","US",---
,"BMZMG73","LNZA","LanzaTech Global Inc.",4424472,$19268575.56,0.00130234,"Environmental & Facilities Services","US",---
,"2889768","DDD","3D Systems Corp.",4013073,$19222619.67,0.0012992339,"Industrial Machinery & Supplies & Compon","US",---
,"2577870","HSTM","HealthStream Inc.",721873,$19216259.26,0.0012988041,"Health Care Technology","US",---
,"BXC87C3","CHCT","Community Healthcare Trust Inc.",749999,$19192474.41,0.0012971965,"Health Care REITs","US",---
,"BMX7WP0","SWI","SolarWinds Corp.",1618452,$19130102.64,0.0012929808,"Systems Software","US",---
,"BN13S71","OABI","OmniAb Inc.",3296609,$19120332.2,0.0012923205,"Life Sciences Tools & Services","US",---
,"B01KGF5","VVI","Viad Corp.",577927,$19106266.62,0.0012913698,"Diversified Support Services","US",---
,"BMYRFN8","ATXS","Astria Therapeutics Inc.",1465744,$19098644.32,0.0012908546,"Biotechnology","US",---
,"BMCWKZ2","MRVI","Maravai LifeSciences Holdings Inc. Class A",3290910,$19087278,0.0012900864,"Life Sciences Tools & Services","US",---
,"BNHP503","PUBM","PubMatic Inc. Class A",1253619,$19029936.42,0.0012862107,"Advertising","US",---
,"BN4JNC6","KVYO","Klaviyo Inc. Class A",735788,$19020119.8,0.0012855472,"Application Software","US",---
,"BYZ1PQ6","MBIN","Merchants Bancorp/IN",434604,$19009578.96,0.0012848348,"Commercial & Residential Mortgage Financ","US",---
,"2862532","SSP","EW Scripps Co. Class A",2380474,$18972377.78,0.0012823204,"Broadcasting","US",---
,"2804501","AGX","Argan Inc.",427894,$18968541.02,0.0012820611,"Construction & Engineering","US",---
,"BJHVCH9","CCO","Clear Channel Outdoor Holdings Inc.",11024013,$18961302.36,0.0012815718,"Advertising","US",---
,"2487117","KELYA","Kelly Services Inc. Class A",921762,$18942209.1,0.0012802813,"Human Resource & Employment Services","US",---
,"BMC9RZ2","CHPT","ChargePoint Holdings Inc.",9936424,$18879205.6,0.001276023,"Electrical Components & Equipment","US",---
,"BSNMBW7","GMRE","Global Medical REIT Inc.",1861159,$18816317.49,0.0012717725,"Health Care REITs","US",---
,"BD8ZJW2","YEXT","Yext Inc.",3172438,$18812557.34,0.0012715183,"Application Software","US",---
,"2325875","IIIN","Insteel Industries Inc.",542778,$18796402.14,0.0012704264,"Building Products","US",---
,"2239017","AORT","Artivion Inc.",1123317,$18781860.24,0.0012694435,"Health Care Equipment","US",---
,"2414018","HTLD","Heartland Express Inc.",1445465,$18718771.75,0.0012651795,"Cargo Ground Transportation","US",---
,"BMYGG87","SWBI","Smith & Wesson Brands Inc.",1433189,$18717448.34,0.00126509,"Leisure Products","US",---
,"2658429","OSBC","Old Second Bancorp Inc.",1367182,$18621018.84,0.0012585725,"Regional Banks","US",---
,"BNG47W7","TMCI","Treace Medical Concepts Inc.",1378355,$18580225.4,0.0012558153,"Health Care Equipment","US",---
,"2250580","DENN","Denny's Corp.",1741210,$18509062.3,0.0012510054,"Restaurants","US",---
,"BJ1FD74","RVLV","Revolve Group Inc.",1280737,$18455420.17,0.0012473798,"Apparel Retail","US",---
,"2934033","MED","Medifast Inc.",337612,$18450495.8,0.001247047,"Personal Care Products","US",---
,"BQPF874","SLRN","ACELYRIN Inc.",2415024,$18402482.88,0.0012438019,"Biotechnology","US",---
,"BM8TFC9","SNCY","Sun Country Airlines Holdings Inc.",1351214,$18390022.54,0.0012429597,"Passenger Airlines","US",---
,"BKLCWZ3","CSTL","Castle Biosciences Inc.",796167,$18375534.36,0.0012419805,"Health Care Services","US",---
,"BMBT0Z4","VTOL","Bristow Group Inc.",696250,$18367075,0.0012414087,"Oil & Gas Equipment & Services","US",---
,"BLR7B41","AMAL","Amalgamated Bank Class A",689657,$18317289.92,0.0012380438,"Regional Banks","US",---
,"BKVKB49","CDRE","Cadre Holdings Inc.",537930,$18284240.7,0.00123581,"Aerospace & Defense","US",---
,"BZ8FPH3","EDIT","Editas Medicine Inc.",2598006,$18263982.18,0.0012344408,"Biotechnology","US",---
,"2250353","HZO","MarineMax Inc.",651461,$18240908,0.0012328812,"Other Specialty Retail","US",---
,"BNNLSZ1","ALHC","Alignment Healthcare Inc.",2719836,$18222901.2,0.0012316642,"Managed Health Care","US",---
,"BK5TLP3","RPAY","Repay Holdings Corp. Class A",2322791,$18210681.44,0.0012308382,"Transaction & Payment Processing Service","US",---
,"BD06CS0","KALV","KalVista Pharmaceuticals Inc.",1153121,$18184718.17,0.0012290834,"Biotechnology","US",---
,"B88WMY1","CHUY","Chuy's Holdings Inc.",537332,$18167194.92,0.001227899,"Restaurants","US",---
,"2122560","SLP","Simulations Plus Inc.",475654,$18027286.6,0.0012184428,"Health Care Technology","US",---
,"2690636","UVSP","Univest Financial Corp.",848090,$18013431.6,0.0012175064,"Regional Banks","US",---
,"BDGKSC2","SBOW","SilverBow Resources Inc.",678107,$18010521.92,0.0012173097,"Oil & Gas Exploration & Production","US",---
,"2028174","UHAL","U-Haul Holding Co.",271612,$17997011.12,0.0012163965,"Cargo Ground Transportation","US",---
,"B3D32T9","LAB","Standard BioTools Inc.",7925750,$17991452.5,0.0012160208,"Life Sciences Tools & Services","US",---
,"2620257","MBWM","Mercantile Bank Corp.",445144,$17845822.96,0.0012061779,"Regional Banks","US",---
,"BF0YMC2","KREF","KKR Real Estate Finance Trust Inc.",1456765,$17830803.6,0.0012051628,"Mortgage REITs","US",---
,"BLR6S36","LBPH","Longboard Pharmaceuticals Inc.",838801,$17816133.24,0.0012041712,"Pharmaceuticals","US",---
,"BS7K7C9","NVRO","Nevro Corp.",1073584,$17778551.04,0.0012016311,"Health Care Equipment","US",---
,"BMDW0R3","WEAV","Weave Communications Inc.",1413748,$17728399.92,0.0011982414,"Application Software","US",---
,"BGHVXJ7","SILK","Silk Road Medical Inc.",1168288,$17676197.44,0.0011947131,"Health Care Equipment","US",---
,"2186254","CENX","Century Aluminum Co.",1585067,$17673497.05,0.0011945306,"Aluminum","US",---
,"BN75T01","MTTR","Matterport Inc.",7851178,$17665150.5,0.0011939665,"Application Software","US",---
,"2966865","RUSHB","Rush Enterprises Inc. Class B",372751,$17619939.77,0.0011909107,"Trading Companies & Distributors","US",---
,"2086558","CASS","Cass Information Systems Inc.",408138,$17615236.08,0.0011905928,"Transaction & Payment Processing Service","US",---
,"BP8K987","BLND","Blend Labs Inc. Class A",6432185,$17559865.05,0.0011868503,"Application Software","US",---
,"2597072","MITK","Mitek Systems Inc.",1391563,$17533693.8,0.0011850815,"Application Software","US",---
,"B3F05P5","DMRC","Digimarc Corp.",494615,$17519263.3,0.0011841061,"Application Software","US",---
,"B019BK2","FMNB","Farmers National Banc Corp.",1273130,$17467343.6,0.0011805969,"Regional Banks","US",---
,"BDFCGV4","MTW","Manitowoc Co. Inc.",1083726,$17447988.6,0.0011792887,"Construction Machinery & Heavy Transport","US",---
,"2413071","HSII","Heidrick & Struggles International Inc.",580522,$17398244.34,0.0011759266,"Human Resource & Employment Services","US",---
,"BKDRF35","AHCO","AdaptHealth Corp. Class A",2391953,$17269900.66,0.001167252,"Health Care Distributors","US",---
,"2888613","TMP","Tompkins Financial Corp.",348309,$17202981.51,0.001162729,"Regional Banks","US",---
,"BNTC8Y7","CBL","CBL & Associates Properties Inc.",732574,$17127580.12,0.0011576327,"Retail REITs","US",---
,"B29H3T5","TITN","Titan Machinery Inc.",640698,$17125857.54,0.0011575163,"Trading Companies & Distributors","US",---
,"BF5HDJ0","BFST","Business First Bancshares Inc.",759255,$17121200.25,0.0011572015,"Regional Banks","US",---
,"B3N5WD9","PLOW","Douglas Dynamics Inc.",680214,$17107382.1,0.0011562676,"Construction Machinery & Heavy Transport","US",---
,"BB2C2R1","GOGO","Gogo Inc.",1931306,$17092058.1,0.0011552318,"Wireless Telecommunication Services","US",---
,"BD5G2C9","BY","Byline Bancorp Inc.",777481,$16980185.04,0.0011476705,"Regional Banks","US",---
