 (VBK) , , ,  
Holding details,2024-04-30
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"BYYGJZ9","PI","Impinj Inc",312695,$49837329.1,0.14838,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"2590930","MIDD","Middleby Corp/The",357167,$49635497.99,0.14778,"Machinery","US","Common Stock"
,"BYQCZ35","MSGS","Madison Square Garden Sports Corp",265091,$49285718.72,0.14674,"Entertainment","US","Common Stock"
,"BR1YSF0","VNOM","Viper Energy Inc",1289154,$49194116.64,0.14647,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BLR7B52","MARA","Marathon Digital Holdings Inc",3039538,$48814980.28,0.14534,"Software","US","Common Stock"
,"BGDQ8B3","AXNX","Axonics Inc",733003,$48796009.71,0.14528,"Health Care Equipment & Supplies","US","Common Stock"
,"BMX6JW3","FROG","JFrog Ltd",1221941,$48731007.08,0.14509,"Software","US","Common Stock"
,"BD420Q8","ACLS","Axcelis Technologies Inc",469726,$48626035.52,0.14477,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"B2QH310","IRDM","Iridium Communications Inc",1578183,$48592254.57,0.14467,"Diversified Telecommunication Services","US","Common Stock"
,"BJ62Z18","RARE","Ultragenyx Pharmaceutical Inc",1124172,$47822276.88,0.14238,"Biotechnology","US","Common Stock"
,"BDCWFT8","LBRT","Liberty Energy Inc",2156039,$47432858,0.14122,"Energy Equipment & Services","US","Common Stock"
,"BLF0L75","FOUR","Shift4 Payments Inc",817600,$47306336,0.14085,"Financial Services","US","Common Stock"
,"BF27XF9","SMPL","Simply Good Foods Co/The",1291036,$47058262.2,0.14011,"Food Products","US","Common Stock"
,"B03L311","ORA","Ormat Technologies Inc",735053,$46918432.99,0.13969,"Independent Power and Renewable Electricity Producers","US","Common Stock"
,"BF1GM16","WHD","Cactus Inc. Class A",938817,$46602875.88,0.13875,"Energy Equipment & Services","US","Common Stock"
,"BLFDXH8","U","Unity Software Inc",1911786,$46399046.22,0.13814,"Software","US","Common Stock"
,"BYT4ST5","IRTC","iRhythm Technologies Inc",422951,$46346970.58,0.13799,"Health Care Equipment & Supplies","US","Common Stock"
,"BMBVND9","WOLF","Wolfspeed Inc",1707958,$46166104.74,0.13745,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BD3WZS6","BL","BlackLine Inc",792502,$46004741.1,0.13697,"Software","US","Common Stock"
,"2270500","DIOD","Diodes Inc",627218,$45793186.18,0.13634,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BYN7H26","ALRM","Alarm.com Holdings Inc",681914,$45347281,0.13501,"Software","US","Common Stock"
,"BYSLHX4","HGV","Hilton Grand Vacations Inc",1086361,$45236072.04,0.13468,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BGR7KH2","YETI","YETI Holdings Inc",1248224,$44586561.28,0.13275,"Leisure Products","US","Common Stock"
,"BMVMJ12","CERE","Cerevel Therapeutics Holdings Inc",1042969,$44545205.99,0.13263,"Biotechnology","US","Common Stock"
,"BGMGM89","SWTX","SpringWorks Therapeutics Inc",950259,$44367592.71,0.1321,"Biotechnology","US","Common Stock"
,"2944742","WDFC","WD-40 Co",194906,$44074093.78,0.13122,"Household Products","US","Common Stock"
,"B474ZK7","ENV","Envestnet Inc",706978,$43882124.46,0.13065,"Software","US","Common Stock"
,"B4N0JJ6","VC","Visteon Corp",395108,$43710798.04,0.13014,"Automobile Components","US","Common Stock"
,"BYLY8H1","EVH","Evolent Health Inc",1563912,$43382918.88,0.12916,"Health Care Technology","US","Common Stock"
,"B19FQ48","FOLD","Amicus Therapeutics Inc",4214606,$42103913.94,0.12536,"Biotechnology","US","Common Stock"
,"BD0NN55","IIPR","Innovative Industrial Properties Inc",402994,$41669579.6,0.12406,"Industrial REITs","US","REIT"
,"BRTLC06","LBRDK","Liberty Broadband Corp",835595,$41554139.35,0.12372,"Media","US","Common Stock"
,"BKM4KV0","QTWO","Q2 Holdings Inc",806523,$41447216.97,0.1234,"Software","US","Common Stock"
,"B3BRJZ8","JBT","John Bean Technologies Corp",457514,$40759922.26,0.12136,"Machinery","US","Common Stock"
,"2165383","CWT","California Water Service Group",829039,$40722395.68,0.12124,"Water Utilities","US","Common Stock"
,"B06RWD1","CCOI","Cogent Communications Holdings Inc",628921,$40364149.78,0.12018,"Diversified Telecommunication Services","US","Common Stock"
,"2764188","SM","SM Energy Co",831773,$40332672.77,0.12008,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"2675097","PNFP","Pinnacle Financial Partners Inc",524257,$40210511.9,0.11972,"Banks","US","Common Stock"
,"2155306","MTZ","MasTec Inc",453149,$40189784.81,0.11966,"Construction & Engineering","US","Common Stock"
,"BYZR4X4","AXSM","Axsome Therapeutics Inc",544440,$40157894.4,0.11956,"Pharmaceuticals","US","Common Stock"
,"2693914","TNET","TriNet Group Inc",399705,$40118390.85,0.11944,"Professional Services","US","Common Stock"
,"BKS3RS7","TXG","10X Genomics Inc",1359537,$39807243.36,0.11852,"Life Sciences Tools & Services","US","Common Stock"
,"BKY83Q6","OSCR","Oscar Health Inc",2232832,$38784291.84,0.11547,"Insurance","US","Common Stock"
,"BYQBFJ8","ARWR","Arrowhead Pharmaceuticals Inc",1690788,$38245624.56,0.11387,"Biotechnology","US","Common Stock"
,"2229126","COLM","Columbia Sportswear Co",478199,$38078986.37,0.11337,"Textiles, Apparel & Luxury Goods","US","Common Stock"
,"B6ZC3N6","TRIP","TripAdvisor Inc",1438390,$37872808.7,0.11276,"Interactive Media & Services","US","Common Stock"
,"BWWCK85","NSA","National Storage Affiliates Trust",1074593,$37653738.72,0.11211,"Specialized REITs","US","REIT"
,"B7KCD72","YELP","Yelp Inc",934939,$37621945.36,0.11201,"Interactive Media & Services","US","Common Stock"
,"BZ22CY6","RPD","Rapid7 Inc",838950,$37584960,0.1119,"Software","US","Common Stock"
,"2512149","KTOS","Kratos Defense & Security Solutions Inc",2107848,$37561851.36,0.11183,"Aerospace & Defense","US","Common Stock"
,"BKWD3M9","PGNY","Progyny Inc",1170742,$37533988.52,0.11175,"Health Care Providers & Services","US","Common Stock"
,"BN0TQD2","MQ","Marqeta Inc",6718256,$37286320.8,0.11101,"Financial Services","US","Common Stock"
,"B6T0518","POST","Post Holdings Inc",348819,$37027136.85,0.11024,"Food Products","US","Common Stock"
,"2232050","CACC","Credit Acceptance Corp",70725,$36332847,0.10817,"Consumer Finance","US","Common Stock"
,"BMD22Y4","DOCS","Doximity Inc",1492466,$36251999.14,0.10793,"Health Care Technology","US","Common Stock"
,"2715186","KWR","Quaker Chemical Corp",193843,$36157534.79,0.10765,"Chemicals","US","Common Stock"
,"BYQ44Y5","LCII","LCI Industries",345753,$35951396.94,0.10704,"Automobile Components","US","Common Stock"
,"2675860","PEGA","Pegasystems Inc",602925,$35825803.5,0.10666,"Software","US","Common Stock"
,"B15RZR4","MWA","Mueller Water Products Inc",2244578,$35554115.52,0.10586,"Machinery","US","Common Stock"
,"BLD13F2","CRDO","Credo Technology Group Holding Ltd",1966148,$35135064.76,0.10461,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BFYF094","FTDR","Frontdoor Inc",1144291,$35118290.79,0.10456,"Diversified Consumer Services","US","Common Stock"
,"B17VCN9","PTCT","PTC Therapeutics Inc",1084555,$34868443.25,0.10381,"Biotechnology","US","Common Stock"
,"BH3Z4P3","NFE","New Fortress Energy Inc",1326014,$34741566.8,0.10344,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BF3W461","TNDM","Tandem Diabetes Care Inc",943219,$34606705.11,0.10303,"Health Care Equipment & Supplies","US","Common Stock"
,"2630085","NEOG","Neogen Corp",2800626,$34531718.58,0.10281,"Health Care Equipment & Supplies","US","Common Stock"
,"BKTNTS0","SPT","Sprout Social Inc",672288,$33916929.6,0.10098,"Software","US","Common Stock"
,"BP0TR77","LCID","Lucid Group Inc",13204564,$33671638.2,0.10025,"Automobiles","US","Common Stock"
,"2718594","DORM","Dorman Products Inc",384685,$33640703.25,0.10016,"Automobile Components","US","Common Stock"
,"BMBP1Q0","FLYW","Flywire Corp",1632103,$33458111.5,0.09962,"Financial Services","US","Common Stock"
,"BNZJHH8","RELY","Remitly Global Inc",1862763,$33213064.29,0.09889,"Financial Services","US","Common Stock"
,"2655583","OII","Oceaneering International Inc",1447636,$33165340.76,0.09874,"Energy Equipment & Services","US","Common Stock"
,"BPLQR66","BRZE","Braze Inc",788487,$33037605.3,0.09836,"Software","US","Common Stock"
,"BN4LSB6","ALGM","Allegro MicroSystems Inc",1109730,$32947883.7,0.0981,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BNZJHY5","CWAN","Clearwater Analytics Holdings Inc",2086776,$32929325.28,0.09804,"Software","US","Common Stock"
,"2598354","MOD","Modine Manufacturing Co",355123,$32895043.49,0.09794,"Automobile Components","US","Common Stock"
,"BN15Y35","MP","MP Materials Corp",2044438,$32711008,0.09739,"Metals & Mining","US","Common Stock"
,"BMYRFV6","PRCT","PROCEPT BioRobotics Corp",616884,$32682514.32,0.09731,"Health Care Equipment & Supplies","US","Common Stock"
,"BDD1BB8","BE","Bloom Energy Corp",2909895,$32387131.35,0.09643,"Electrical Equipment","US","Common Stock"
,"2347277","CRVL","CorVel Corp",135126,$32274845.1,0.09609,"Health Care Providers & Services","US","Common Stock"
,"2836292","STAA","STAAR Surgical Co",701607,$32245857.72,0.09601,"Health Care Equipment & Supplies","US","Common Stock"
,"2173933","MODG","Topgolf Callaway Brands Corp",1988877,$31861809.54,0.09486,"Leisure Products","US","Common Stock"
,"2746700","ROG","Rogers Corp",267331,$31836448.79,0.09479,"Electronic Equipment, Instruments & Components","US","Common Stock"
,"BMFPJK6","ACVA","ACV Auctions Inc",1824141,$31831260.45,0.09477,"Commercial Services & Supplies","US","Common Stock"
,"2158781","CALM","Cal-Maine Foods Inc",571484,$31620209.72,0.09414,"Food Products","US","Common Stock"
,"2768663","JOE","St Joe Co/The",545328,$31192761.6,0.09287,"Real Estate Management & Development","US","Common Stock"
,"2883641","TNC","Tennant Co",267623,$31172727.04,0.09281,"Machinery","US","Common Stock"
,"BYXB1Y8","RUN","Sunrun Inc",2998027,$30849697.83,0.09185,"Electrical Equipment","US","Common Stock"
,"BYQRFY1","TDOC","Teladoc Health Inc",2395113,$30537690.75,0.09092,"Health Care Technology","US","Common Stock"
,"BYWPZW7","SONO","Sonos Inc",1779906,$30080411.4,0.08956,"Household Durables","US","Common Stock"
,"2216010","CNMD","CONMED Corp",441978,$30045664.44,0.08946,"Health Care Equipment & Supplies","US","Common Stock"
,"2458878","BLKB","Blackbaud Inc",384287,$29943643.04,0.08915,"Software","US","Common Stock"
,"BFXC911","GH","Guardant Health Inc",1661612,$29909016,0.08905,"Health Care Providers & Services","US","Common Stock"
,"BYNWB63","PJT","PJT Partners Inc",313528,$29625260.72,0.0882,"Capital Markets","US","Common Stock"
,"2713317","ACAD","ACADIA Pharmaceuticals Inc",1769712,$29571887.52,0.08804,"Biotechnology","US","Common Stock"
,"BF5D6S8","CARG","Cargurus Inc",1314498,$29523625.08,0.0879,"Interactive Media & Services","US","Common Stock"
,"BM9GT61","CERT","Certara Inc",1723002,$29480564.22,0.08777,"Health Care Technology","US","Common Stock"
,"2473150","IPAR","Inter Parfums Inc",252765,$29416790.7,0.08758,"Personal Care Products","US","Common Stock"
,"BM9VY27","QDEL","QuidelOrtho Corp",720217,$29204799.35,0.08695,"Health Care Equipment & Supplies","US","Common Stock"
,"2696117","PZZA","Papa John's International Inc",470740,$29039950.6,0.08646,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BGLN838","RAMP","LiveRamp Holdings Inc",903623,$29015334.53,0.08639,"Software","US","Common Stock"
,"2177504","CRS","Carpenter Technology Corp",337315,$28907895.5,0.08607,"Metals & Mining","US","Common Stock"
,"BKPG0T1","JBI","Janus International Group Inc",2003188,$28865939.08,0.08594,"Building Products","US","Common Stock"
,"BN48ZR2","PECO","Phillips Edison & Co Inc",878054,$28712365.8,0.08549,"Retail REITs","US","REIT"
,"BKPGJQ1","SQSP","Squarespace Inc",823228,$28697728.08,0.08544,"IT Services","US","Common Stock"
,"BMWP7H2","BROS","Dutch Bros Inc",1016874,$28635171.84,0.08526,"Hotels, Restaurants & Leisure","US","Common Stock"
,"2938422","VECO","Veeco Instruments Inc",809967,$28624233.78,0.08522,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BMC8TD1","NCNO","nCino Inc",975552,$28447096.32,0.0847,"Software","US","Common Stock"
,"2113393","SAM","Boston Beer Co Inc/The",101368,$28221864.88,0.08403,"Beverages","US","Common Stock"
,"BYZM6C2","NTLA","Intellia Therapeutics Inc",1311878,$28074189.2,0.08359,"Biotechnology","US","Common Stock"
,"2289841","DY","Dycom Industries Inc",200274,$28042365.48,0.08349,"Construction & Engineering","US","Common Stock"
,"BR1W702","HHH","Howard Hughes Holdings Inc",429804,$28006028.64,0.08338,"Real Estate Management & Development","US","Common Stock"
,"BDZ30Q0","ARVN","Arvinas Inc",878813,$27919889.01,0.08313,"Pharmaceuticals","US","Common Stock"
,"B00SCY1","CORT","Corcept Therapeutics Inc",1190200,$27755464,0.08264,"Pharmaceuticals","US","Common Stock"
,"BMQ89L5","SG","Sweetgreen Inc",1214297,$27285253.59,0.08124,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BYTC1B2","SGRY","Surgery Partners Inc",1090775,$27214836.25,0.08103,"Health Care Providers & Services","US","Common Stock"
,"BD9F675","RIOT","Riot Platforms Inc",2671730,$27011190.3,0.08042,"Software","US","Common Stock"
,"B828K63","TGTX","TG Therapeutics Inc",1958439,$26752276.74,0.07965,"Biotechnology","US","Common Stock"
,"BMDP209","PRVA","Privia Health Group Inc",1442280,$26537952,0.07901,"Health Care Providers & Services","US","Common Stock"
,"BYQD1J6","CSWI","CSW Industrials Inc",111256,$26436650.72,0.07871,"Building Products","US","Common Stock"
,"BLDRF10","NARI","Inari Medical Inc",703512,$26269138.08,0.07821,"Health Care Equipment & Supplies","US","Common Stock"
,"2007281","NSP","Insperity Inc",253941,$26138147.13,0.07782,"Professional Services","US","Common Stock"
,"BMF9G85","STR","Sitio Royalties Corp",1116595,$25949667.8,0.07726,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BP2S437","RCM","R1 RCM Inc",2109206,$25922141.74,0.07718,"Health Care Providers & Services","US","Common Stock"
,"BG3G1B4","LGIH","LGI Homes Inc",288069,$25906045.17,0.07713,"Household Durables","US","Common Stock"
,"BNC23Q1","DOCN","DigitalOcean Holdings Inc",782807,$25723038.02,0.07659,"IT Services","US","Common Stock"
,"B84KWJ4","PRKS","United Parks & Resorts Inc",505451,$25687019.82,0.07648,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BN46048","HIMS","Hims & Hers Health Inc",2048444,$25667003.32,0.07642,"Health Care Providers & Services","US","Common Stock"
,"2598246","NEO","NeoGenomics Inc",1834005,$25529349.6,0.07601,"Health Care Providers & Services","US","Common Stock"
,"BLBLMD5","ARRY","Array Technologies Inc",2064574,$25476843.16,0.07585,"Electrical Equipment","US","Common Stock"
,"BK1KWG8","BBIO","Bridgebio Pharma Inc",994116,$25469251.92,0.07583,"Biotechnology","US","Common Stock"
,"BZ07DS4","CABO","Cable One Inc",64577,$25433651.45,0.07572,"Media","US","Common Stock"
,"B7KH3G6","AMBA","Ambarella Inc",549503,$25260652.91,0.07521,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"2420101","HP","Helmerich & Payne Inc",639137,$25137258.21,0.07484,"Energy Equipment & Services","US","Common Stock"
,"BMC73Z8","QS","QuantumScape Corp",4631548,$25102990.16,0.07474,"Automobile Components","US","Common Stock"
,"BX3SQS1","ASTH","Astrana Health Inc",670141,$24895738.15,0.07412,"Health Care Providers & Services","US","Common Stock"
,"B8SW166","PLAY","Dave & Buster's Entertainment Inc",462187,$24680785.8,0.07348,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BMGNBJ2","AI","C3.ai Inc",1095068,$24671882.04,0.07346,"Software","US","Common Stock"
,"BGKG6G7","TWST","Twist Bioscience Corp",789426,$24653773.98,0.0734,"Biotechnology","US","Common Stock"
,"BKTPCS7","BRP","Baldwin Insurance Group Inc/The",924391,$24625776.24,0.07332,"Insurance","US","Common Stock"
,"BNSNZQ2","DRS","Leonardo DRS Inc",1131279,$24345124.08,0.07248,"Aerospace & Defense","US","Common Stock"
,"BJLFHW7","CHWY","Chewy Inc",1620485,$24291070.15,0.07232,"Specialty Retail","US","Common Stock"
,"B02H882","CNS","Cohen & Steers Inc",353105,$24286561.9,0.07231,"Capital Markets","US","Common Stock"
,"B43VKB8","SIX","Six Flags Entertainment Corp",1027661,$24232246.38,0.07215,"Hotels, Restaurants & Leisure","US","Common Stock"
,"B82GC49","LZ","Legalzoom.com Inc",2025740,$24207593,0.07207,"Professional Services","US","Common Stock"
,"2730781","CBZ","CBIZ Inc",339016,$24131158.88,0.07185,"Professional Services","US","Common Stock"
,"BLR4TK4","AGL","agilon health Inc",4376708,$24071894,0.07167,"Health Care Providers & Services","US","Common Stock"
,"BJ7JPH4","PD","PagerDuty Inc",1188664,$23725733.44,0.07064,"Software","US","Common Stock"
,"BCRY5K3","FOXF","Fox Factory Holding Corp",609101,$23706210.92,0.07058,"Automobile Components","US","Common Stock"
,"2442547","PRFT","Perficient Inc",499752,$23618279.52,0.07032,"IT Services","US","Common Stock"
,"BMPRZV5","KYMR","Kymera Therapeutics Inc",702362,$23613410.44,0.0703,"Biotechnology","US","Common Stock"
,"BLG38Q1","MC","Moelis & Co",479131,$23515749.48,0.07001,"Capital Markets","US","Common Stock"
,"B3PY1N7","RLJ","RLJ Lodging Trust",2127766,$23405426,0.06969,"Hotel & Resort REITs","US","REIT"
,"BL53QN5","UPST","Upstart Holdings Inc",1055783,$23364477.79,0.06956,"Consumer Finance","US","Common Stock"
,"BRS6600","BOOT","Boot Barn Holdings Inc",217730,$23181713.1,0.06902,"Specialty Retail","US","Common Stock"
,"BD2B4V0","DNLI","Denali Therapeutics Inc",1489661,$23000365.84,0.06848,"Biotechnology","US","Common Stock"
,"BMX6DM1","VERX","Vertex Inc",787758,$22947390.54,0.06832,"Software","US","Common Stock"
,"2769978","KAI","Kadant Inc",83801,$22943875.79,0.06831,"Machinery","US","Common Stock"
,"2469171","JJSF","J & J Snack Foods Corp",167114,$22943081.06,0.06831,"Food Products","US","Common Stock"
,"B8JFD24","THRM","Gentherm Inc",453428,$22929853.96,0.06827,"Automobile Components","US","Common Stock"
,"BLD30T1","YOU","Clear Secure Inc",1292839,$22585897.33,0.06725,"Software","US","Common Stock"
,"BK6L288","BEAM","Beam Therapeutics Inc",1054240,$22370972.8,0.06661,"Biotechnology","US","Common Stock"
,"B3S4L67","CALX","Calix Inc",804632,$22312445.36,0.06643,"Communications Equipment","US","Common Stock"
,"BKV28S8","SDGR","Schrodinger Inc/United States",903549,$22028524.62,0.06559,"Health Care Technology","US","Common Stock"
,"BJN4MY9","FSLY","Fastly Inc",1735672,$21956250.8,0.06537,"IT Services","US","Common Stock"
,"BKS48R6","SITM","SiTime Corp",244593,$21798128.16,0.0649,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BYPBTB9","APPN","Appian Corp",576312,$21577121.28,0.06424,"Software","US","Common Stock"
,"BPLYVM4","FWONA","Liberty Media Corp-Liberty Formula One",344663,$21462165.01,0.0639,"Entertainment","US","Tracking Stk"
,"BFTWZY0","VCYT","Veracyte Inc",1087759,$21287443.63,0.06338,"Biotechnology","US","Common Stock"
,"BYM9ZP2","LITE","Lumentum Holdings Inc",484307,$21193274.32,0.0631,"Communications Equipment","US","Common Stock"
,"BCZM468","DOOR","Masonite International Corp",156987,$20808626.85,0.06195,"Building Products","US","Common Stock"
,"BGRFWV4","UPWK","Upwork Inc",1777076,$20791789.2,0.0619,"Professional Services","US","Common Stock"
,"BMH0MP5","SFBS","ServisFirst Bancshares Inc",352218,$20766773.28,0.06183,"Banks","US","Common Stock"
,"2787022","CVCO","Cavco Industries Inc",57004,$20761426.84,0.06181,"Household Durables","US","Common Stock"
,"BMDJ085","SHLS","Shoals Technologies Group Inc",2444036,$20652104.2,0.06149,"Electrical Equipment","US","Common Stock"
,"BYY5ZB4","EVBG","Everbridge Inc",593842,$20636009.5,0.06144,"Software","US","Common Stock"
,"2553911","SHOO","Steven Madden Ltd",509310,$20581217.1,0.06128,"Textiles, Apparel & Luxury Goods","US","Common Stock"
,"BNKVRZ7","SHC","Sotera Health Co",1829202,$20487062.4,0.061,"Life Sciences Tools & Services","US","Common Stock"
,"2144047","MRCY","Mercury Systems Inc",725351,$20454898.2,0.0609,"Aerospace & Defense","US","Common Stock"
,"BP484B3","IONQ","IonQ Inc",2353585,$20123151.75,0.05991,"Technology Hardware, Storage & Peripherals","US","Common Stock"
,"2508386","PLUG","Plug Power Inc",8702169,$20102010.39,0.05985,"Electrical Equipment","US","Common Stock"
,"BNLYJ59","PYCR","Paycor HCM Inc",1151420,$20000165.4,0.05955,"Professional Services","US","Common Stock"
,"B1YWQK0","PRO","PROS Holdings Inc",604535,$19798521.25,0.05895,"Software","US","Common Stock"
,"BLD5321","LRN","Stride Inc",296078,$19763206.5,0.05884,"Diversified Consumer Services","US","Common Stock"
,"BKYC3F7","CMPR","Cimpress PLC",229695,$19586092.65,0.05831,"Commercial Services & Supplies","US","Common Stock"
,"BL9X5X4","JAMF","Jamf Holding Corp",994422,$19361396.34,0.05764,"Software","US","Common Stock"
,"BPW6ZP0","DBRG","DigitalBridge Group Inc",1172802,$19280864.88,0.05741,"Real Estate Management & Development","US","Common Stock"
,"BP7L594","INTA","Intapp Inc",623106,$19266437.52,0.05736,"Software","US","Common Stock"
,"BFXZB14","ZUO","Zuora Inc",1940106,$19129445.16,0.05695,"Software","US","Common Stock"
,"BNKCPP6","CXM","Sprinklr Inc",1633229,$19092447.01,0.05684,"Software","US","Common Stock"
,"BM9FJ13","RXRX","Recursion Pharmaceuticals Inc",2394768,$18727085.76,0.05576,"Biotechnology","US","Common Stock"
,"BN71J76","MSGE","Madison Square Garden Entertainment Corp",472905,$18514230.75,0.05512,"Entertainment","US","Common Stock"
,"2516613","LNN","Lindsay Corp",158533,$18413607.95,0.05482,"Machinery","US","Common Stock"
,"BGCYWN8","XNCR","Xencor Inc",874955,$18321557.7,0.05455,"Biotechnology","US","Common Stock"
,"BLPNQJ1","KNTK","Kinetik Holdings Inc",471733,$18086243.22,0.05385,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"2465737","IDCC","InterDigital Inc",183139,$18081313.47,0.05383,"Software","US","Common Stock"
,"BLSPX60","PAYO","Payoneer Global Inc",3639948,$17981343.12,0.05354,"Financial Services","US","Common Stock"
,"BN6KXF0","DNA","Ginkgo Bioworks Holdings Inc",19787576,$17632708.97,0.0525,"Chemicals","US","Common Stock"
,"BL96T19","OPEN","Opendoor Technologies Inc",8790444,$17492983.56,0.05208,"Real Estate Management & Development","US","Common Stock"
,"BZ2YT30","GSHD","Goosehead Insurance Inc",306486,$17442118.26,0.05193,"Insurance","US","Common Stock"
,"2795542","SMTC","Semtech Corp",461939,$17378145.18,0.05174,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BMFJJ97","SANA","Sana Biotechnology Inc",1886935,$16982415,0.05056,"Biotechnology","US","Common Stock"
,"B3X26D8","PCRX","Pacira BioSciences Inc",634029,$16643261.25,0.04955,"Pharmaceuticals","US","Common Stock"
,"BYSS4X4","NVCR","Novocure Ltd",1359146,$16635947.04,0.04953,"Health Care Equipment & Supplies","US","Common Stock"
,"BLPNRR6","MGNI","Magnite Inc",1882156,$16619437.48,0.04948,"Media","US","Common Stock"
,"2698782","IPGP","IPG Photonics Corp",197591,$16593692.18,0.0494,"Electronic Equipment, Instruments & Components","US","Common Stock"
,"BMXC0N9","FLNC","Fluence Energy Inc",913245,$16292290.8,0.04851,"Electrical Equipment","US","Common Stock"
,"2813552","AMN","AMN Healthcare Services Inc",270339,$16214933.22,0.04828,"Health Care Providers & Services","US","Common Stock"
,"BNSNZL7","COUR","Coursera Inc",1578792,$16135254.24,0.04804,"Diversified Consumer Services","US","Common Stock"
,"BLFDQC4","ASAN","Asana Inc",1083224,$16107540.88,0.04796,"Software","US","Common Stock"
,"2344922","JACK","Jack in the Box Inc",280764,$16023201.48,0.04771,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BL6JGD2","AESI","Atlas Energy Solutions Inc",718772,$15963926.12,0.04753,"Energy Equipment & Services","US","Common Stock"
,"BL989M6","UTZ","Utz Brands Inc",874841,$15773383.23,0.04696,"Food Products","US","Common Stock"
,"B0C8KV2","ATRC","AtriCure Inc",649723,$15671318.76,0.04666,"Health Care Equipment & Supplies","US","Common Stock"
,"2369226","ROCK","Gibraltar Industries Inc",218785,$15634376.1,0.04655,"Building Products","US","Common Stock"
,"BP2Q7W1","AVPT","AvePoint Inc",1979765,$15382774.05,0.0458,"Software","US","Common Stock"
,"BNSP0B8","IBRX","ImmunityBio Inc",1919270,$15334967.3,0.04566,"Biotechnology","US","Common Stock"
,"B7ZR219","SSTK","Shutterstock Inc",357882,$15285140.22,0.04551,"Interactive Media & Services","US","Common Stock"
,"2638625","FIZZ","National Beverage Corp",335574,$14933043,0.04446,"Beverages","US","Common Stock"
,"B3MZ6K5","IRWD","Ironwood Pharmaceuticals Inc",1912204,$14819581,0.04412,"Biotechnology","US","Common Stock"
,"BJ7WJS2","PTON","Peloton Interactive Inc",4762680,$14811934.8,0.0441,"Leisure Products","US","Common Stock"
,"BLFDXF6","STEP","StepStone Group Inc",391393,$14117545.51,0.04203,"Capital Markets","US","Common Stock"
,"B1GHPM8","GSAT","Globalstar Inc",10922935,$14090586.15,0.04195,"Diversified Telecommunication Services","US","Common Stock"
,"BHRWS81","LEVI","Levi Strauss & Co",663049,$14069899.78,0.04189,"Textiles, Apparel & Luxury Goods","US","Common Stock"
,"BLGZN51","WRBY","Warby Parker Inc",1196304,$14044608.96,0.04182,"Specialty Retail","US","Common Stock"
,"BMTQ7V2","ALAB","Astera Labs Inc",164330,$13928610.8,0.04147,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BKSGZN7","HRMY","Harmony Biosciences Holdings Inc",448787,$13872006.17,0.0413,"Pharmaceuticals","US","Common Stock"
,"BH3T5K7","EPAC","Enerpac Tool Group Corp",388979,$13859321.77,0.04126,"Machinery","US","Common Stock"
,"BPH0546","LTH","Life Time Group Holdings Inc",988015,$13496284.9,0.04018,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BNHP503","PUBM","PubMatic Inc",597945,$13417885.8,0.03995,"Media","US","Common Stock"
,"B1YB5Y4","INFN","Infinera Corp",2772116,$13361599.12,0.03978,"Communications Equipment","US","Common Stock"
,"BJYLZK6","PLMR","Palomar Holdings Inc",169118,$13304513.06,0.03961,"Insurance","US","Common Stock"
,"BF4L070","CEIX","CONSOL Energy Inc",159584,$13207171.84,0.03932,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BMHR7L7","ALKT","Alkami Technology Inc",548274,$13196955.18,0.03929,"Software","US","Common Stock"
,"2855930","BYON","Beyond Inc",652692,$13138689.96,0.03912,"Specialty Retail","US","Common Stock"
,"BCBVTX1","AGIO","Agios Pharmaceuticals Inc",403848,$13125060,0.03908,"Biotechnology","US","Common Stock"
,"BK4PZ38","VIR","Vir Biotechnology Inc",1546766,$13085640.36,0.03896,"Biotechnology","US","Common Stock"
,"BP7L3L2","IAS","Integral Ad Science Holding Corp",1360767,$13049755.53,0.03885,"Media","US","Common Stock"
,"BMGNTQ5","LMND","Lemonade Inc",753702,$12986285.46,0.03866,"Insurance","US","Common Stock"
